nu,gamma,estimated_gamma,gamma_deviation,bias,meth
0.18181818181818182,0.00497674485567251,0.017459132640272997,0.004293831073757742,0.012482387784600486,Uniform
0.18181818181818182,0.004979481500748485,0.04919823100635815,0.013906171470358395,0.04421874950560967,IS
0.18181818181818182,0.004979311502531611,0.015872593322820216,0.002697614774340054,0.010893281820288606,KNN
