,delta_adult,delta_sd_adult,tpp_adult,tpp_sd_adult,delta_german,delta_sd_german,tpp_german,tpp_sd_german,delta_crimes,delta_sd_crimes,tpp_crimes,tpp_sd_crimes
fairlearn05,2.008297626302263,0.5186091718540915,1.0365360760939897,0.010059056422207906,1.3451157046348945,0.34760450054695663,0.9670535170212258,0.028703770237765797,9.613838740973373,4.831342375688187,1.003128316853807,0.0044373141815230955
