,age_1,age_0,workclass_1,workclass_0,education_1,education_0,occupation_1,occupation_0,hours-per-week_1,hours-per-week_0,education-num_1,education-num_0,attr_1,attr_0,delta,experiment
0,44.95238095238095,47.890274314214466,3.919047619047619,4.246882793017456,10.066666666666666,10.516209476309227,6.233333333333333,7.951371571072319,41.647619047619045,50.96508728179551,11.914285714285715,12.850374064837906,210.0,802.0,1.7753191484068915,fairlearn
